NO;NPWPD / NAMA WP / ALAMAT;KET.;DESEMBER;JANUARI;PEBRUARI;MARET;APRIL;MEI;JUNI;JULI;AGUSTUS;SEPTEMBER;OKTOBER;NOPEMBER;JUMLAH;STATUS
306;32.78.2.0005282.02.001 /FORE KOPI INDONESIA / Jl. Yudanegara No.16. Yudanagara. Kec. Cihideung. Kab. Tasikmalaya. Jawa Barat 46121 (samping kanan gacoan).;Omset; Rp- ; Rp- ; Rp- ; Rp- ;Rp653.402.230;Rp494.518.456;Rp493.024.640;Rp461.650.620;Rp465.043.717;Rp440.343.196;Rp503.018.426; Rp- ;Rp3.511.001.285;AKTIF
;;Pajak; Rp- ; Rp- ; Rp- ; Rp- ;Rp65.340.223;Rp49.451.846;Rp49.302.464;Rp46.165.062;Rp46.504.372;Rp44.034.320;Rp50.301.843; Rp- ;Rp351.100.130;
;;Setor; Rp- ; Rp- ; Rp- ; Rp- ;Rp65.340.223;Rp49.451.846;Rp49.302.464;Rp46.165.062;Rp46.504.372;Rp44.034.320;Rp50.301.843; Rp- ;Rp351.100.130;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
307;32.78.2.0005344.02.006 / WARUNG KOPI GULAPADI / JL. PEMUDA NO. 23;Omset; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp194.929.830;Rp292.438.380;Rp274.460.750;Rp235.066.120; Rp- ;Rp996.895.080;AKTIF
;;Pajak; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp19.492.983;Rp29.243.838;Rp27.446.075;Rp23.506.612; Rp- ;Rp99.689.508;
;;Setor; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp19.492.983;Rp29.243.838;Rp27.446.075;Rp23.506.612; Rp- ;Rp99.689.508;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp194.930; Rp- ; Rp- ; Rp- ; Rp- ;Rp194.930;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp194.930; Rp- ; Rp- ; Rp- ; Rp- ;Rp194.930;
308;32.78.1.0000187.06.006 / WN. NIKMAT / Jl. Raya Singaparna Kelurahan Mangkubumi Kecamatan  Mangkubumi Kota Tasikmalaya;Omset;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000; Rp- ; Rp- ;Rp10.000.000;AKTIF
;;Pajak;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000; Rp- ; Rp- ;Rp1.000.000;
;;Setor;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000; Rp- ; Rp- ;Rp1.000.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
309;32.78.1.0000188.06.006 / WN. SEDERHANA / Jl. Raya Singaparna RT:02 Kelurahan Mangkubumi Kecamatan Mangkubumi Kota Tasikmalaya;Omset;Rp1.363.000;Rp1.250.000;Rp1.290.000;Rp1.297.000;Rp1.190.000;Rp1.013.000;Rp1.023.000;Rp995.000;Rp1.200.000;Rp985.000; Rp- ; Rp- ;Rp11.606.000;AKTIF
;;Pajak;Rp136.300;Rp125.000;Rp129.000;Rp129.700;Rp119.000;Rp101.300;Rp102.300;Rp99.500;Rp120.000;Rp98.500; Rp- ; Rp- ;Rp1.160.600;
;;Setor;Rp136.300;Rp125.000;Rp129.000;Rp129.700;Rp119.000;Rp101.300;Rp102.300;Rp99.500;Rp120.000;Rp98.500; Rp- ; Rp- ;Rp1.160.600;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
310;32.78.1.0000191.08.002 / SOTO PATARUMAN 23 / Jl. Pataruman RT:03/02 Kelurahan Empangsari Kecamatan  Tawang Kota Tasikmalaya;Omset;Rp5.960.000;Rp6.890.000;Rp5.190.000; Rp- ;Rp9.510.000;Rp7.120.000;Rp5.160.000;Rp5.970.000;Rp6.000.000;Rp5.840.000;Rp6.140.000; Rp- ;Rp63.780.000;AKTIF
;;Pajak;Rp596.000;Rp689.000;Rp519.000; Rp- ;Rp951.000;Rp712.000;Rp516.000;Rp597.000;Rp600.000;Rp584.000;Rp614.000; Rp- ;Rp6.378.000;
;;Setor;Rp596.000;Rp689.000;Rp519.000; Rp- ;Rp951.000;Rp712.000;Rp516.000;Rp597.000;Rp600.000;Rp584.000;Rp614.000; Rp- ;Rp6.378.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
311;32.78.1.0000196.02.004 / WN. GARLIC AP / Jl. HZ Mustofa Komplek Asia Plaza Kelurahan Tugujaya Kecamatan  Cihideung  Kota Tasikmalaya;Omset;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000; Rp- ;Rp33.000.000;AKTIF
;;Pajak;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000; Rp- ;Rp3.300.000;
;;Setor;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000; Rp- ;Rp3.300.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
312;32.78.1.0000198.02.001 / WN. LACOOLA AP / Jl. HZ Mustofa Komplek Asia Plaza Kelurahan Argasari Kecamatan  Cihideung Kota Tasikmalaya;Omset;Rp1.200.000;Rp1.000.000;Rp1.000.000;Rp1.500.000;Rp1.100.000;Rp1.050.000;Rp1.100.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000; Rp- ;Rp11.950.000;AKTIF
;;Pajak;Rp120.000;Rp100.000;Rp100.000;Rp150.000;Rp110.000;Rp105.000;Rp110.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000; Rp- ;Rp1.195.000;
;;Setor;Rp120.000;Rp100.000;Rp100.000;Rp150.000;Rp110.000;Rp105.000;Rp110.000;Rp100.000;Rp100.000;Rp100.000;Rp100.000; Rp- ;Rp1.195.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
313;32.78.1.0000203.02.004 / WN. STEAK HOUSE AP / Jl. HZ Mustofa Komplek Asia Plaza Kelurahan Tugujaya Kecamatan  Cihideung Kota Tasikmalaya;Omset;Rp1.390.000;Rp975.000;Rp725.000;Rp1.390.000;Rp1.105.000;Rp1.000.000;Rp925.000;Rp900.000;Rp435.000;Rp515.000; Rp- ; Rp- ;Rp9.360.000;AKTIF
;;Pajak;Rp139.000;Rp97.500;Rp72.500;Rp139.000;Rp110.500;Rp100.000;Rp92.500;Rp90.000;Rp43.500;Rp51.500; Rp- ; Rp- ;Rp936.000;
;;Setor;Rp139.000;Rp97.500;Rp72.500;Rp139.000;Rp110.500;Rp100.000;Rp92.500;Rp90.000;Rp43.500;Rp51.500; Rp- ; Rp- ;Rp936.000;
;;Denda; Rp- ; Rp- ; Rp- ;Rp1.390; Rp- ;Rp1.000; Rp- ; Rp- ; Rp- ;Rp515; Rp- ; Rp- ;Rp2.905;
;;Setor Denda; Rp- ; Rp- ; Rp- ;Rp1.390; Rp- ;Rp1.000; Rp- ; Rp- ; Rp- ;Rp515; Rp- ; Rp- ;Rp2.905;
314;32.78.1.0000213.08.002 / W.N. ENGKUS / Jl. Sutisna Senjaya  Kelurahan Empangsari Kecamatan  Tawang  Kota Tasikmalaya;Omset;Rp500.000;Rp500.000;Rp500.000; Rp- ;Rp500.000;Rp500.000;Rp650.000;Rp650.000;Rp650.000;Rp650.000;Rp650.000; Rp- ;Rp5.750.000;AKTIF
;;Pajak;Rp50.000;Rp50.000;Rp50.000; Rp- ;Rp50.000;Rp50.000;Rp65.000;Rp65.000;Rp65.000;Rp65.000;Rp65.000; Rp- ;Rp575.000;
;;Setor;Rp50.000;Rp50.000;Rp50.000; Rp- ;Rp50.000;Rp50.000;Rp65.000;Rp65.000;Rp65.000;Rp65.000;Rp65.000; Rp- ;Rp575.000;
;;Denda; Rp- ; Rp- ;Rp500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp500;
;;Setor Denda; Rp- ; Rp- ;Rp500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp500;
315;32.78.1.0000220.08.002 / WN. 2 TAX  SUTSEN / Jl. Sutisna Senjaya Kel. Empangsari Kota Tasikmalaya;Omset; Rp- ; Rp- ; Rp- ; Rp- ;Rp9.270.000;Rp8.500.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp17.770.000;AKTIF
;;Pajak; Rp- ; Rp- ; Rp- ; Rp- ;Rp927.000;Rp850.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp1.777.000;
;;Setor; Rp- ; Rp- ; Rp- ; Rp- ;Rp927.000;Rp850.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp1.777.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ;Rp9.270; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp9.270;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ;Rp9.270; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp9.270;
316;32.78.1.0000236.03.003 / SIROP BOJONG / Jl. Bojong Kelurahan Panglayungan Kecamatan  Cipedes  Kota Tasikmalaya;Omset;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000; Rp- ; Rp- ;Rp20.000.000;AKTIF
;;Pajak;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000; Rp- ; Rp- ;Rp2.000.000;
;;Setor;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000; Rp- ; Rp- ;Rp2.000.000;
;;Denda; Rp- ; Rp- ;Rp2.000; Rp- ; Rp- ;Rp2.000;Rp2.000;Rp2.000;Rp2.000;Rp2.000; Rp- ; Rp- ;Rp12.000;
;;Setor Denda; Rp- ; Rp- ;Rp2.000; Rp- ; Rp- ;Rp2.000;Rp2.000;Rp2.000;Rp2.000;Rp2.000; Rp- ; Rp- ;Rp12.000;
317;32.78.1.0000242.08.002 / WN. ANEKA I / Jl. Gn. Sabeulah   Kelurahan Argasari Kecamatan Cihideung Kota Tasikmalaya;Omset;Rp1.900.000;Rp2.000.000;Rp1.940.000;Rp2.110.000;Rp2.100.000;Rp1.870.000;Rp1.760.000;Rp1.900.000;Rp1.740.000;Rp1.700.000;Rp1.900.000; Rp- ;Rp20.920.000;AKTIF
;;Pajak;Rp190.000;Rp200.000;Rp194.000;Rp211.000;Rp210.000;Rp187.000;Rp176.000;Rp190.000;Rp174.000;Rp170.000;Rp190.000; Rp- ;Rp2.092.000;
;;Setor;Rp190.000;Rp200.000;Rp194.000;Rp211.000;Rp210.000;Rp187.000;Rp176.000;Rp190.000;Rp174.000;Rp170.000;Rp190.000; Rp- ;Rp2.092.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
318;32.78.1.0000272.02.003 / ES ELIZABET / Jl.Cihideung Kelurahan Nagarawangi Kecamatan  Cihideung  Kota Tasikmalaya;Omset;Rp6.000.000;Rp6.500.000;Rp6.500.000;Rp6.500.000;Rp6.500.000;Rp6.500.000;Rp7.000.000;Rp7.000.000;Rp7.000.000;Rp7.000.000;Rp6.500.000; Rp- ;Rp73.000.000;AKTIF
;;Pajak;Rp600.000;Rp650.000;Rp650.000;Rp650.000;Rp650.000;Rp650.000;Rp700.000;Rp700.000;Rp700.000;Rp700.000;Rp650.000; Rp- ;Rp7.300.000;
;;Setor;Rp600.000;Rp650.000;Rp650.000;Rp650.000;Rp650.000;Rp650.000;Rp700.000;Rp700.000;Rp700.000;Rp700.000;Rp650.000; Rp- ;Rp7.300.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
319;32.78.1.0000275.08.005 / BUBUR ZAENAL / Jl.R Ikik Suradikarta Kelurahan Tawangsari Kecamatan  Tawang Kota Tasikmalaya;Omset;Rp4.000.000;Rp4.000.000;Rp4.000.000; Rp- ;Rp4.000.000;Rp4.000.000;Rp4.000.000;Rp4.000.000;Rp4.000.000;Rp4.000.000;Rp4.000.000; Rp- ;Rp40.000.000;AKTIF
;;Pajak;Rp400.000;Rp400.000;Rp400.000; Rp- ;Rp400.000;Rp400.000;Rp400.000;Rp400.000;Rp400.000;Rp400.000;Rp400.000; Rp- ;Rp4.000.000;
;;Setor;Rp400.000;Rp400.000;Rp400.000; Rp- ;Rp400.000;Rp400.000;Rp400.000;Rp400.000;Rp400.000;Rp400.000;Rp400.000; Rp- ;Rp4.000.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
320;32.78.1.0000294.03.003 / WN. H DJAJA / Jl. Dr Soekarjo Kelurahan Panglayungan Kecamatan  Cipedes  Kota Tasikmalaya;Omset;Rp3.000.000;Rp2.500.000;Rp3.000.000; Rp- ;Rp2.500.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000;Rp3.000.000; Rp- ;Rp29.000.000;AKTIF
;;Pajak;Rp300.000;Rp250.000;Rp300.000; Rp- ;Rp250.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000; Rp- ;Rp2.900.000;
;;Setor;Rp300.000;Rp250.000;Rp300.000; Rp- ;Rp250.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000;Rp300.000; Rp- ;Rp2.900.000;
;;Denda; Rp- ; Rp- ;Rp3.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp3.000;
;;Setor Denda; Rp- ; Rp- ;Rp3.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp3.000;
321;32.78.1.0000298.02.003 / WN. POJOK DADAHA / Jl. Kelurahan Nagarawangi Kecamatan  Cihideung  Kota Tasikmalaya;Omset;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000;Rp2.000.000; Rp- ;Rp22.000.000;AKTIF
;;Pajak;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000; Rp- ;Rp2.200.000;
;;Setor;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000;Rp200.000; Rp- ;Rp2.200.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
322;32.78.1.0000329.02.004 / KOREAN MONSTER / Jl. HZ. Mustofa Komplek Asia Plaza Kelurahan Tugujaya Kecamatan Cihideung Kota Tasikmalaya;Omset;Rp619.000;Rp793.000;Rp346.000;Rp166.000;Rp1.716.000;Rp712.000;Rp914.000;Rp829.000;Rp808.000;Rp571.000;Rp688.000; Rp- ;Rp8.162.000;AKTIF
;;Pajak;Rp61.900;Rp79.300;Rp34.600;Rp16.600;Rp171.600;Rp71.200;Rp91.400;Rp82.900;Rp80.800;Rp57.100;Rp68.800; Rp- ;Rp816.200;
;;Setor;Rp61.900;Rp79.300;Rp34.600;Rp16.600;Rp171.600;Rp71.200;Rp91.400;Rp82.900;Rp80.800;Rp57.100;Rp68.800; Rp- ;Rp816.200;
;;Denda;Rp6.190;Rp7.137;Rp2.768;Rp1.162;Rp10.296;Rp3.560;Rp3.656;Rp2.487;Rp1.616;Rp571; Rp- ; Rp- ;Rp33.253;
;;Setor Denda;Rp6.190;Rp7.137;Rp2.768;Rp1.162;Rp10.296;Rp3.560;Rp3.656;Rp2.487;Rp1.616;Rp571; Rp- ; Rp- ;Rp33.253;
323;32.78.1.0000330.02.004 / WN. SAUNG SUNDA / Jl. HZ. Mustofa Komplek Asia Plaza Kelurahan Tugujaya Kecamatan  Cihideung  Kota Tasikmalaya;Omset;Rp1.150.000;Rp1.100.000;Rp1.170.000;Rp1.250.000;Rp1.100.000;Rp1.150.000;Rp1.200.000;Rp1.100.000;Rp1.125.000;Rp1.150.000;Rp1.170.000; Rp- ;Rp12.665.000;AKTIF
;;Pajak;Rp115.000;Rp110.000;Rp117.000;Rp125.000;Rp110.000;Rp115.000;Rp120.000;Rp110.000;Rp112.500;Rp115.000;Rp117.000; Rp- ;Rp1.266.500;
;;Setor;Rp115.000;Rp110.000;Rp117.000;Rp125.000;Rp110.000;Rp115.000;Rp120.000;Rp110.000;Rp112.500;Rp115.000;Rp117.000; Rp- ;Rp1.266.500;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
324;32.78.1.0000331.02.004 / WN. SIOMAY DAN PEMPEK AP / Jl. HZ. Mustofa Komplek Asia Plaza Kelurahan Tugujaya Kecamatan  Cihideung  Kota Tasikmalaya;Omset;Rp2.500.000;Rp500.000;Rp1.000.000;Rp1.750.000;Rp2.500.000;Rp1.500.000;Rp2.000.000;Rp1.750.000;Rp1.250.000;Rp1.250.000;Rp1.500.000; Rp- ;Rp17.500.000;AKTIF
;;Pajak;Rp250.000;Rp50.000;Rp100.000;Rp175.000;Rp250.000;Rp150.000;Rp200.000;Rp175.000;Rp125.000;Rp125.000;Rp150.000; Rp- ;Rp1.750.000;
;;Setor;Rp250.000;Rp50.000;Rp100.000;Rp175.000;Rp250.000;Rp150.000;Rp200.000;Rp175.000;Rp125.000;Rp125.000;Rp150.000; Rp- ;Rp1.750.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
325;32.78.1.0000408.03.001 / RM. BALAKECRAKAN / Cipedes RT:- Kelurahan Cipedes Kecamatan  Cipedes  Tasikmalaya;Omset;Rp33.802.600;Rp34.798.140;Rp32.331.790;Rp30.419.430;Rp34.378.630;Rp35.165.250;Rp33.248.490;Rp35.743.350;Rp34.723.590;Rp33.458.370;Rp34.421.990; Rp- ;Rp372.491.630;AKTIF
;;Pajak;Rp3.380.260;Rp3.479.814;Rp3.233.179;Rp3.041.943;Rp3.437.863;Rp3.516.525;Rp3.324.849;Rp3.574.335;Rp3.472.359;Rp3.345.837;Rp3.442.199; Rp- ;Rp37.249.163;
;;Setor;Rp3.380.260;Rp3.479.814;Rp3.233.179;Rp3.041.943;Rp3.437.863;Rp3.516.525;Rp3.324.849;Rp3.574.335;Rp3.472.359;Rp3.345.837;Rp3.442.199; Rp- ;Rp37.249.163;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
326;32.78.1.0000410.06.006 / WN. AYAM GORENG ROJAI / Jl. AH. Nasution RT:02/06 Kelurahan Mangkubumi Kecamatan  Mangkubumi Tasikmalaya;Omset;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.000.000;Rp1.500.000;Rp1.500.000;Rp1.500.000;Rp1.500.000;Rp1.500.000;Rp1.500.000; Rp- ; Rp- ;Rp13.000.000;AKTIF
;;Pajak;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp150.000;Rp150.000;Rp150.000;Rp150.000;Rp150.000;Rp150.000; Rp- ; Rp- ;Rp1.300.000;
;;Setor;Rp100.000;Rp100.000;Rp100.000;Rp100.000;Rp150.000;Rp150.000;Rp150.000;Rp150.000;Rp150.000;Rp150.000; Rp- ; Rp- ;Rp1.300.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
327;32.78.1.0000438.02.006 / WN. MM / Jl. Yudanegara RT:- Kelurahan Yudanagara Kecamatan  Cihideung Tasikmalaya;Omset;Rp22.475.000;Rp22.060.000;Rp17.340.000;Rp11.735.000;Rp14.340.000;Rp17.680.000;Rp17.295.000;Rp18.125.000;Rp18.280.000;Rp17.460.000;Rp18.070.000; Rp- ;Rp194.860.000;AKTIF
;;Pajak;Rp2.247.500;Rp2.206.000;Rp1.734.000;Rp1.173.500;Rp1.434.000;Rp1.768.000;Rp1.729.500;Rp1.812.500;Rp1.828.000;Rp1.746.000;Rp1.807.000; Rp- ;Rp19.486.000;
;;Setor;Rp2.247.500;Rp2.206.000;Rp1.734.000;Rp1.173.500;Rp1.434.000;Rp1.768.000;Rp1.729.500;Rp1.812.500;Rp1.828.000;Rp1.746.000;Rp1.807.000; Rp- ;Rp19.486.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
328;32.78.1.0000467.02.005 / NASI TIMBEL SAWARGI / Jl. HZ. Mustofa KomplekAsia Plaza Tasikmalaya RT:- Kelurahan Tuguraja Kecamatan  Cihideung  Tasikmalaya;Omset;Rp1.200.000;Rp1.250.000;Rp1.250.000;Rp1.350.000;Rp1.200.000;Rp1.150.000;Rp1.250.000;Rp1.200.000;Rp1.150.000;Rp1.200.000;Rp1.170.000; Rp- ;Rp13.370.000;AKTIF
;;Pajak;Rp120.000;Rp125.000;Rp125.000;Rp135.000;Rp120.000;Rp115.000;Rp125.000;Rp120.000;Rp115.000;Rp120.000;Rp117.000; Rp- ;Rp1.337.000;
;;Setor;Rp120.000;Rp125.000;Rp125.000;Rp135.000;Rp120.000;Rp115.000;Rp125.000;Rp120.000;Rp115.000;Rp120.000;Rp117.000; Rp- ;Rp1.337.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
329;32.78.1.0000468.02.005 / WN. SAWARGI DZLA / Jl. HZ. Mustofa Komplek Asia Plaza Tasikmalaya RT:- Kelurahan Tuguraja Kecamatan  Cihideung  Tasikmalaya;Omset;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000; Rp- ;Rp5.500.000;AKTIF
;;Pajak;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000; Rp- ;Rp550.000;
;;Setor;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000; Rp- ;Rp550.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
